,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
3577,3577,Dr Aijaz Ahmad,@AhmadAij,2023-01-06T16:07:41.000Z,"Dr Ejaz Ahmed
@ahmeddij
,
6 Jan","This kind of development is appreciated by some sections which ignore the due diligence of environmentalists. #JoshimathIsSinking
Tanushree Pandey
@TanushreePande
·
6 Jan
Very scary situation unfolding in #Joshimath. Massive cracks and fissures in almost all houses, major hotels and roads. More than 700 families are impacted. Leaning buildings across the town.

Families tell me, ""The govt knew everything since last year but never took any action.""
0:24
177.8K views
44",,,,,"['https://pbs.twimg.com/profile_images/1213940756437590016/aez0zMa6_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611350336232640512/pu/img/Zqve_KOz5la5N6lL.jpg', 'https://pbs.twimg.com/media/FlyqvJbakAI52rc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlyqxE7acAIPJFn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlyqzLOaUAQ-U18?format=jpg&name=360x360']",https://twitter.com/AhmadAij/status/1611394078708756480,PERSON,male,"{'neg': 0.055, 'neu': 0.915, 'pos': 0.03, 'compound': -0.2135}",-0.2135,neg
3581,3581,SHANKAR SINGH BISHT Shankar Singh Bisht,@Shankar42535188,2023-01-06T15:21:29.000Z,"SHANKAR SINGH BISHT Shankar Singh Bisht
@Shankar42535188
,
Jan 6","Now the case of Joshimath has come to the fore, are Kedarnath, Badrinath and Karnaprayag also going somewhere in this direction, what to do with this development, let us live in our old environment, at least our houses will be saved #Joshimath_Bachao #JoshimathIsSinking
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 5
It was night in Joshimath while reaching…. And in this night that page of pain opened that the words got over… Is there anyone who will listen to this Baba… The house was repaired with his retirement fund and then it got disintegrated. Full video on my YT and FB page.

#joshimathsinking #groundreport
Show this thread
2
50",,,,2,"['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611042985340456960/pu/img/aTZbb4ZxQVMVaapp.jpg']",https://twitter.com/Shankar42535188/status/1611382451078823936,PERSON,male,"{'neg': 0.03, 'neu': 0.945, 'pos': 0.025, 'compound': -0.128}",-0.128,neg
3582,3582,Kaushik Raj,@kaushikrj6,2023-01-06T15:19:56.000Z,"Kaushik Raj
@kaushikarz6
,
6 Jan","#JoshimathIsSinking
Tanushree Pandey
@TanushreePande
·
6 Jan
Very scary situation unfolding in #Joshimath. Massive cracks and fissures in almost all houses, major hotels and roads. More than 700 families are impacted. Leaning buildings across the town.

Families tell me, ""The govt knew everything since last year but never took any action.""
0:24
177.8K views
18
48
2,069",,,18.0,48,"['https://pbs.twimg.com/profile_images/1213940756437590016/aez0zMa6_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611350336232640512/pu/img/Zqve_KOz5la5N6lL.jpg', 'https://pbs.twimg.com/media/FlyqvJbakAI52rc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlyqxE7acAIPJFn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlyqzLOaUAQ-U18?format=jpg&name=360x360']",https://twitter.com/kaushikrj6/status/1611382063047004166,PERSON,male,"{'neg': 0.04, 'neu': 0.96, 'pos': 0.0, 'compound': -0.3064}",-0.3064,neg
3584,3584,Binu Philip,@philbinu,2023-01-06T15:15:29.000Z,"binu philip
@philbinu
,
6 Jan","#JoshimathIsSinking 
@TanushreePande
 @ndtv
 
When ‘out in the cold’ is real!!
Tanushree Pandey
@TanushreePande
·
6 Jan
Listen to the little girl who had to spend chilly nights on streets in #Joshimath as her house started sinking 2 nights ago. She says, ""Govt knew everything since last yr but never took any action. Now people are losing their houses & living under the fear of losing their lives"" twitter.com/ndtv/status/16…
1
230",,,,1,['https://pbs.twimg.com/profile_images/1213940756437590016/aez0zMa6_mini.jpg'],https://twitter.com/philbinu/status/1611380942232485894,PERSON,male,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.9133}",-0.9133,neg
3589,3589,Ravi Tiwari Bihari,@iRaviTiwari,2023-01-06T14:24:53.000Z,"Ravi Tiwari Bihari
@iRaviTiwari
·
Jan 6","Uttarakhand is Devbhoomi. But in the recent times it has been seen that in what way tourists have made a spectacle of Devbhoomi.
Everyone will have to save the land of God together.
#Joshimath #JoshimathIsSinking
3
5
410",,,3.0,5,[],https://twitter.com/iRaviTiwari/status/1611368207805194240,PERSON,male,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7876}",0.7876,pos
3590,3590,Ravi Tiwari Bihari,@iRaviTiwari,2023-01-06T14:22:44.000Z,"Ravi Tiwari Bihari
@iRaviTiwari
·
Jan 6","Joshimath is in danger. The house is cracking. The road is exploding. The residents are in panic.
#JoshimathIsSinking
11
613",,,,11,[],https://twitter.com/iRaviTiwari/status/1611367666396143616,PERSON,male,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.7717}",-0.7717,neg
3597,3597,Debashish Sarkar,@DebashishHiTs,2023-01-06T13:40:23.000Z,"Devashish Sarkar
@debashishits
·
6 Go","One of the most holy places for Hindus Joshimath in UK is sinking

Big cracks observed in Houses, roads. Several hundred feet deep potholes seen in Joshimath

#Uttarakhand #Joshimath #JoshimathIsSinking
2
7
12
3,514",,2.0,7.0,12,['https://pbs.twimg.com/ext_tw_video_thumb/1611356741723389954/pu/img/mv5p1cL31W1afIwR.jpg'],https://twitter.com/DebashishHiTs/status/1611357010582437890,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3602,3602,Mohd Saquib,@Saquib_says,2023-01-06T12:14:32.000Z,"Mohd Saqib
@saqib_sex
,
6 Jan","Roads caved in Joshimath, cracks appeared in houses, people living in about 600 houses are in trouble.
#Joshimath #JoshimathIsSinking #Uttrakhand
1
9
231",,,1.0,9,"['https://pbs.twimg.com/media/FlycsCUXwAIJGZG?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlycsCaWYAADt_y?format=jpg&name=small']",https://twitter.com/Saquib_says/status/1611335406124933120,PERSON,male,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
3608,3608,Shashank Shekhar Mishra,@ShashankMishraS,2023-01-06T10:33:32.000Z,"Shashank Shekhar Mishra
@shashankmishras
,
6 Jan","#Uttarakhand
@pushkardhami
 

#JoshimathIsSinking.
@INCUttarakhand
 @harishrawatcmuk
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 6
The Saklani family was the first to see a rift in Joshimath's house.
When asked Saklani ji that you have accepted that you will have to leave the house now…. So he was able to say only one line that he has sent all the three daughters away from this house… and then went out wiping his eyes with a sore throat. #JoshimathIsSinking
1
48",,,,1,"['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611254041199415296/pu/img/X5_tpoq5PY21AQFj.jpg']",https://twitter.com/ShashankMishraS/status/1611309988651360256,PERSON,male,"{'neg': 0.049, 'neu': 0.923, 'pos': 0.028, 'compound': -0.1531}",-0.1531,neg
3611,3611,DEVENDER JOSHI,@DKJOSHI03,2023-01-06T08:37:06.000Z,"DEVENDER JOSHI
@DKJOSHI03
·
6 Jan","Poignant details... Is it too late to raise your voice?...
#joshimath
#JoshimathIsSinking
#JoshimathLandslide
Devbhoomi Dialogue
@devbhoomidialo
,
Jan 5
Bearing the cost of 'development', I am speaking Joshimath. Today I am, I am cracking, I am shaking for 'tomorrow'. I am speaking Joshimath.
 #joshimath
#SaveJoshimath
#save joshimath
#JoshimathSinking
#LandSinking
#CracksInHouses
#rehabilitation
#uttarakhand
77",,,,,"['https://pbs.twimg.com/profile_images/1512429297549873161/P9wSLYAp_mini.jpg', 'https://pbs.twimg.com/media/FltoNCRaUAAf5fX.jpg']",https://twitter.com/DKJOSHI03/status/1611280686232764416,PERSON,male,"{'neg': 0.036, 'neu': 0.964, 'pos': 0.0, 'compound': -0.1779}",-0.1779,neg
3612,3612,The Sanatan,@TheSanatanOrg,2023-01-06T08:30:23.000Z,"the eternal
@thesnatnag
,
6 Jan","Why do we forget that our (infrastructural) actions have (environmental) consequences!
""Joshimath is built on an unstable foundation, located in a high-risk seismic 'Zone-V' which can give way to landslides in case of heavy rain, tremors etc.""
#subsidence #JoshimathIsSinking
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 6
The Saklani family was the first to see a rift in Joshimath's house.
When asked Saklani ji that you have accepted that you will have to leave the house now…. So he was able to say only one line that he has sent all the three daughters away from this house… and then went out wiping his eyes with a sore throat. #JoshimathIsSinking
1
12
27
1,104",😔,1.0,12.0,27,"['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611254041199415296/pu/img/X5_tpoq5PY21AQFj.jpg']",https://twitter.com/TheSanatanOrg/status/1611278998327394306,PERSON,male,"{'neg': 0.074, 'neu': 0.908, 'pos': 0.019, 'compound': -0.6476}",-0.6476,neg
3613,3613,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-06T08:08:29.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
6 John","Joshimath Sinking: Signs of disaster are visible on the face, this report is telling the condition of Gateway of Himalayas

https://amarujala.com/photo-gallery/dehradun/joshimath-sinking-gateway-of-himalayas-reasons-of-landslide-ground-report-pmo-is-monitoring-uttarakhand-news…

#uttarakhandnews #dehradunnews
@AmarUjalaNews
 #LANDSLIDE #JoshimathIsSinking #Joshimath #Uttarakhand
@pushkardhami
amarujala.com
Joshimath Sinking: The terror marks of disaster are visible on the face, this report is telling about the Gateway of Himalayas...
Landslide in Joshimath, known as the Gateway of Himalayas, caused several meters deep cracks in the ground and destroyed the walls of more than 700 houses.
137",,,,,['https://pbs.twimg.com/card_img/1621522190167576576/ewG16lPy?format=jpg&name=small'],https://twitter.com/AU_DehradunNews/status/1611273485313282048,PERSON,male,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.9413}",-0.9413,neg
3614,3614,Aaj Tak Forever Fan,@AajTak_Fan,2023-01-06T08:00:06.000Z,"aaj tak forever fan
@aajtak_fan
,
6 Jan","Houses are bursting in Joshimath, roads are sinking, people of Joshimath forced to leave their own houses?
know the whole thing
@sudhirchaudhary
 With G!

#Joshimath #JoshimathIsSinking #SaveJoshimath #BlackAndWhiteOnAajTak
From
AajTak
1
1
182",,,1.0,1,['https://pbs.twimg.com/amplify_video_thumb/1611033368568942592/img/X1ACAPYMXwQO1wC7.jpg'],https://twitter.com/AajTak_Fan/status/1611271377105092616,PERSON,male,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.8122}",-0.8122,neg
3615,3615,Sarvesh,@SarveshGulhane,2023-01-06T07:53:41.000Z,"Sarvesh
@SarveshGulhane
·
6 Jan","#JoshimathIsSinking
Munsyari
@munsyari_
,
Jan 6
joshimath must be saved
hill you have to come forward
#Uttarakhand
19",,,,,"['https://pbs.twimg.com/profile_images/1594354440944984068/IbCa1Rse_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611242126871773190/pu/img/LCaUY-KQARDHnxhF.jpg']",https://twitter.com/SarveshGulhane/status/1611269761970900992,PERSON,male,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",0.4215,pos
3619,3619,Devesh Joshi,@Deva_bhimtal,2023-01-06T07:03:10.000Z,"Devesh Joshi
@deva_bhimtal
,
Jan 6","Where will you find that ""louse"" that crawls in the ears of the government?

Had to reach the planning people sitting in #Delhi_Dehradun.

#SaveJoshimath #JoshimathIsSinking
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 6
The Saklani family was the first to see a rift in Joshimath's house.
When asked Saklani ji that you have accepted that you will have to leave the house now…. So he was able to say only one line that he has sent all the three daughters away from this house… and then went out wiping his eyes with a sore throat. #JoshimathIsSinking
1
2
37",,,1.0,2,"['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611254041199415296/pu/img/X5_tpoq5PY21AQFj.jpg']",https://twitter.com/Deva_bhimtal/status/1611257047101894658,PERSON,male,"{'neg': 0.039, 'neu': 0.928, 'pos': 0.033, 'compound': -0.128}",-0.128,neg
3622,3622,Dhruv Mishra,@dhruv_mis,2023-01-06T07:00:21.000Z,"Dhruv Mishra
@dhruv_miss
,
6 Jan","What is the situation in Joshimath, Uttarakhand?
#JoshimathIsSinking
2:19
3,452 views
7
28
134
9,051",,7.0,28.0,134,[],https://twitter.com/dhruv_mis/status/1611256337723445249,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3630,3630,ashutosh joshi,@toshjoshi,2023-01-06T04:40:55.000Z,"Ashuto sh Joshi
@ and sh joshi
·
6","Replying to 
@GauravModified
 and 
@BesuraTaansane
where focus should be of your eco system and the so called ..CARES FUND is JOSHIMATH.  Hindus and others वहाँ सच में ख़तरे में है और उन्हें भी protest करना पद रहा है इस सरकार को जगाने के लिए । #priorities #Islamophobia_in_india   #JoshimathIsSinking https://m.economictimes.com/news/india/joshimath-is-sinking-uttarakhand-residents-hold-torchlight-protest-after-several-houses-develop-cracks/videoshow/96771010.cms….
economictimes.indiatimes.com
Joshimath is sinking: Uttarakhand residents hold torchlight protest after several houses develop...
A Himalayan town is sinking and its residents are up in arms against fresh construction in the area as their houses, roads and agricultural fields develop huge cracks, ominously warning of a disaster...
40",,,,,['https://pbs.twimg.com/card_img/1622325077445611520/raPhY2dl?format=jpg&name=small'],https://twitter.com/toshjoshi/status/1611221249744859136,PERSON,male,"{'neg': 0.065, 'neu': 0.889, 'pos': 0.046, 'compound': -0.2023}",-0.2023,neg
3631,3631,Lokmat,@lokmat,2023-01-06T04:32:50.000Z,"Lokmat
@Lokmat
,
6 Jan","561 houses in Joshimath area of ​​Uttarakhand are said to be in very dangerous condition. What exactly is the reason? Find out...
#Joshimath #JoshimathIsSinking #Uttarakhand
lokmat.com
Joshimath Sinking News: Water is seeping through walls, roads have big cracks; 'That' in Joshimath 561...
Joshimath Sinking News: 561 houses in Joshimath area of ​​Uttarakhand are said to be in very dangerous condition. What exactly is the reason? Find out...
4
662",,,,4,[],https://twitter.com/lokmat/status/1611219213695463424,PERSON,male,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.799}",-0.799,neg
3635,3635,Nitin Kumar Ray,@SonOfRajivJI,2023-01-06T02:13:19.000Z,"Nitin Kumar Rai
@sonofrejeevji
,
6 Jan","#JoshimathIsSinking
When people's pain is played with, then believe me, devastation comes. The picture is of Joshimath in Uttarakhand, where the earth started cracking and people are seeing their dream house like this because of different types of government projects and indiscriminate development.
1
4
210",,,1.0,4,['https://pbs.twimg.com/media/FlwTZXdagAARl70?format=jpg&name=small'],https://twitter.com/SonOfRajivJI/status/1611184104938274843,PERSON,male,"{'neg': 0.117, 'neu': 0.75, 'pos': 0.133, 'compound': -0.0516}",-0.0516,neg
3636,3636,Adit Thapliyal,@jagruk_bharitya,2023-01-06T02:06:25.000Z,"Adit Thapliyal
@jagruk_bharitya
·
6 Jan","This is modernity -Playing with nature 
#JoshimathIsSinking
1
32",,,,1,[],https://twitter.com/jagruk_bharitya/status/1611182368232206337,PERSON,male,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,pos
3639,3639,Abhishek Shukla,@writabhishek,2023-01-06T01:14:24.000Z,"Abhishek Shukla
@Vritabhishek
,
6 Jan","Joshimath Photos: Joshimath located in Chamoli district of Uttarakhand has great importance in Indian culture. It is also called the gate of heaven. Story is written
@Sports_Kuldeep
 Sir Is it good.

https://dnaindia.com/hindi/india/photo-gallery-joshimath-heritage-history-know-narsingh-temple-jyotirmath-shankaracharya-math-bhavishya-kedar-uttarakhand-4069005…

#Joshimath #JoshimathIsSinking #joshimathsinking
www.dnaindia.com
Joshimath sinking: From Hiranyakashipu's slaughter of Narasimha to Adi Shankaracharya's penance, Joshimath's sinking will be lost...
Joshimath Photos: Joshimath located in Chamoli district of Uttarakhand has great importance in Indian culture. It is also called the gate of heaven.
2
1
140",,,2.0,1,['https://pbs.twimg.com/card_img/1621615671749623810/jAGU5Jnl?format=jpg&name=small'],https://twitter.com/writabhishek/status/1611169277440327682,PERSON,male,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.9709}",0.9709,pos
3640,3640,Karamjeet Singh Lamba,@KaramLamba,2023-01-07T19:01:45.000Z,"Karamjeet Singh Lamba
@KaramLamba
·
8 Jan","What were these scholarly experts thinking n inking before this sinking? #JoshimathIsSinking
76",,,,,['https://pbs.twimg.com/media/Fl5DzEVaMAEBg-Y?format=jpg&name=small'],https://twitter.com/KaramLamba/status/1611800272950657024,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3643,3643,Veer Vikrant Singh,@VeerVikrantSngh,2023-01-07T18:49:37.000Z,"Veer Vikrant Singh
@virvikrantsah
·
8 informed","Let’s see if those sympathetic towards illegal encroachment at #Haldwani can protect the interests of residents of #Joshimath and provide them protection at par with the encroachers. #JoshimathIsSinking
2
7
334",,,2.0,7,[],https://twitter.com/VeerVikrantSngh/status/1611797220554346499,PERSON,male,"{'neg': 0.099, 'neu': 0.685, 'pos': 0.216, 'compound': 0.5106}",0.5106,pos
3644,3644,Ashutosh,@VIGILINDIAN1,2023-01-07T18:41:50.000Z,"Ashutosh
@VIGILINDIAN1
·
Jan 8","#JoshimathIsSinking #Joshimath #joshimathsinking #JoshimathKoBachanaHai #BJP #bbc
Prashant Bhushan
@pbhushan1
·
7 Jan
This catastrophe unfolding in Joshimath is likely due to the boring of a long tunnel under Joshimath for NTPC's Tapovan Vishnugad hydel project. There was a disaster in this tunnel in Feb 21 too. These are the result of many hydel projects in the upper Himalayas. Must be stopped twitter.com/TanushreePande…
159",☮,,,,['https://pbs.twimg.com/profile_images/1315182410623979520/9KIYyOKs_mini.jpg'],https://twitter.com/VIGILINDIAN1/status/1611795261583687680,PERSON,male,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.9136}",-0.9136,neg
3645,3645,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-07T17:34:27.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
7 John","Joshimath Sinking: All unsafe buildings will be demolished, Army vacates colony, jawans shifted to camp

https://amarujala.com/photo-gallery/dehradun/joshimath-sinking-all-unsafe-buildings-of-joshimath-will-be-demolished-indian-army-vacated-colony-uttarakhand…

#uttarakhandnews #dehradunnews
@AmarUjalaNews
 #JoshimathIsSinking #Joshimath #joshimathsinking #JoshimathLandslide
@OfficeofDhami
 #Breaking_News
amarujala.com
Joshimath: Half of Joshimath declared disaster, dilapidated buildings to be demolished, army vacates colony, jawans...
The expert committee has returned to Dehradun after studying the landslide in Joshimath. The committee has submitted its preliminary report.
159",,,,,['https://pbs.twimg.com/card_img/1621932671935946753/VSlzYyZZ?format=jpg&name=small'],https://twitter.com/AU_DehradunNews/status/1611778303656071169,PERSON,male,"{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
